lemma,issue,a,n_issue_paras,n_lemma_paras,log_odds,p,q,significant
enfermedad,issue_3,7,680,16,1.184,0.023492,0.096153,False
opinion,issue_3,7,680,16,1.184,0.023492,0.096153,False
romantico,issue_3,7,680,16,1.184,0.023492,0.096153,False
cultural,issue_1,25,1188,50,0.665,0.023389,0.096153,False
fuerza,issue_4-5,3,668,46,-1.096,0.023536,0.096153,False
vacio,issue_3,3,680,47,-1.141,0.02416,0.098482,False
metafisico,issue_4-5,9,668,22,1.093,0.024353,0.099048,False
presencia,issue_2,5,482,13,1.398,0.02482,0.099388,False
recuerdo,issue_2,5,482,13,1.398,0.02482,0.099388,False
continuidad,issue_4-5,6,668,13,1.299,0.02473,0.099388,False
identificacion,issue_4-5,6,668,13,1.299,0.02473,0.099388,False
puro,issue_4-5,6,668,13,1.299,0.02473,0.099388,False
vertigo,issue_4-5,6,668,13,1.299,0.02473,0.099388,False
narracion,issue_3,14,680,40,0.822,0.024707,0.099388,False
autoridad,issue_1,5,1188,33,-0.998,0.025224,0.100784,False
ley,issue_4-5,16,668,135,-0.564,0.025634,0.102199,False
estilo,issue_1,10,1188,51,-0.729,0.026005,0.103451,False
existencia,issue_4-5,10,668,27,0.934,0.026105,0.103623,False
lengua,issue_1,38,1188,83,0.501,0.02627,0.104049,False
comentario,issue_4-5,5,668,10,1.441,0.027705,0.10902,False
mancha,issue_4-5,5,668,10,1.441,0.027705,0.10902,False
ruina,issue_4-5,5,668,10,1.441,0.027705,0.10902,False
crisis,issue_6,5,458,14,1.346,0.028098,0.109617,False
psicologico,issue_6,5,458,14,1.346,0.028098,0.109617,False
traduccion,issue_3,6,680,66,-0.83,0.028,0.109617,False
dinero,issue_2,3,482,65,-1.072,0.028055,0.109617,False
montaje,issue_1,8,1188,12,1.296,0.028334,0.110068,False
poema,issue_4-5,14,668,42,0.771,0.028322,0.110068,False
clase,issue_1,3,1188,24,-1.167,0.028828,0.111507,False
dialogo,issue_1,3,1188,24,-1.167,0.028828,0.111507,False
expresion,issue_2,6,482,18,1.18,0.029341,0.113013,False
ingles,issue_2,6,482,18,1.18,0.029341,0.113013,False
analogia,issue_3,5,680,10,1.419,0.029791,0.11331,False
documento,issue_3,5,680,10,1.419,0.029791,0.11331,False
duplicidad,issue_3,5,680,10,1.419,0.029791,0.11331,False
mortal,issue_3,5,680,10,1.419,0.029791,0.11331,False
planta,issue_3,5,680,10,1.419,0.029791,0.11331,False
discurso,issue_3,32,680,114,0.5,0.029792,0.11331,False
moral,issue_6,10,458,39,0.864,0.029897,0.113473,False
oscuridad,issue_3,9,680,23,0.999,0.030072,0.113897,False
universal,issue_1,10,1188,16,1.141,0.030384,0.114604,False
movimiento,issue_4-5,12,668,35,0.814,0.030355,0.114604,False
posesion,issue_4-5,7,668,17,1.106,0.030492,0.114771,False
universo,issue_2,7,482,23,1.046,0.031292,0.117539,False
alma,issue_4-5,8,668,82,-0.75,0.032052,0.120145,False
dictadura,issue_6,4,458,10,1.524,0.032519,0.121395,False
organo,issue_6,4,458,10,1.524,0.032519,0.121395,False
luz,issue_2,10,482,38,0.839,0.033453,0.124625,False
libertad,issue_4-5,3,668,45,-1.072,0.034077,0.12669,False
epoca,issue_2,5,482,14,1.286,0.034321,0.12708,False
luna,issue_2,5,482,14,1.286,0.034321,0.12708,False
libro,issue_4-5,11,668,31,0.867,0.035336,0.130572,False
sangre,issue_1,22,1188,44,0.664,0.036233,0.133614,False
linguistico,issue_4-5,6,668,14,1.173,0.036414,0.133698,False
parodiar,issue_4-5,6,668,14,1.173,0.036414,0.133698,False
clase,issue_3,9,680,24,0.932,0.036546,0.133698,False
narrador,issue_3,13,680,38,0.788,0.03655,0.133698,False
palabra,issue_4-5,33,668,124,0.448,0.036883,0.134644,False
abandono,issue_1,7,1188,10,1.422,0.037715,0.136587,False
aleman,issue_1,7,1188,10,1.422,0.037715,0.136587,False
milagro,issue_1,7,1188,10,1.422,0.037715,0.136587,False
practico,issue_6,7,458,25,0.991,0.037709,0.136587,False
legal,issue_2,6,482,19,1.103,0.038019,0.137141,False
piedra,issue_2,6,482,19,1.103,0.038019,0.137141,False
biblioteca,issue_2,4,482,10,1.464,0.038501,0.138056,False
castellano,issue_2,4,482,10,1.464,0.038501,0.138056,False
paraiso,issue_2,4,482,10,1.464,0.038501,0.138056,False
metafora,issue_2,11,482,42,0.831,0.038603,0.138149,False
negro,issue_4-5,8,668,20,1.057,0.039197,0.139451,False
referencia,issue_4-5,8,668,20,1.057,0.039197,0.139451,False
significado,issue_4-5,8,668,20,1.057,0.039197,0.139451,False
materialidad,issue_3,6,680,14,1.151,0.039442,0.14005,False
mano,issue_1,10,1188,17,0.997,0.040097,0.141823,False
poetico,issue_1,7,1188,39,-0.819,0.040071,0.141823,False
poesia,issue_2,7,482,102,-0.736,0.040474,0.142878,False
agua,issue_3,8,680,20,1.035,0.040737,0.142974,False
economico,issue_3,8,680,20,1.035,0.040737,0.142974,False
maquina,issue_3,8,680,20,1.035,0.040737,0.142974,False
doble,issue_4-5,5,668,11,1.274,0.042933,0.149812,False
temporal,issue_4-5,5,668,11,1.274,0.042933,0.149812,False
teorico,issue_4-5,5,668,11,1.274,0.042933,0.149812,False
memoria,issue_1,3,1188,22,-1.068,0.043214,0.150504,False
oscuridad,issue_1,3,1188,23,-1.119,0.044289,0.153951,False
principio,issue_1,6,1188,34,-0.83,0.045232,0.156931,False
amenaza,issue_6,4,458,11,1.38,0.045914,0.157554,False
barbarie,issue_6,4,458,11,1.38,0.045914,0.157554,False
enunciar,issue_6,4,458,11,1.38,0.045914,0.157554,False
regla,issue_6,4,458,11,1.38,0.045914,0.157554,False
confesion,issue_3,5,680,11,1.251,0.046018,0.157554,False
reflexion,issue_3,5,680,11,1.251,0.046018,0.157554,False
cita,issue_2,5,482,15,1.186,0.045791,0.157554,False
angustiar,issue_2,8,482,28,0.955,0.046739,0.159722,False
estilo,issue_3,16,680,51,0.658,0.047965,0.163274,False
poema,issue_1,8,1188,42,-0.754,0.048048,0.163274,False
funcion,issue_3,3,680,42,-1.02,0.047918,0.163274,False
creencia,issue_1,11,1188,19,0.963,0.048641,0.164981,False
produccion,issue_6,5,458,16,1.154,0.049105,0.166245,False
religioso,issue_1,13,1188,24,0.822,0.050379,0.17024,False
psicoanalisis,issue_4-5,6,668,15,1.062,0.051113,0.171444,False
romanticismo,issue_4-5,6,668,15,1.062,0.051113,0.171444,False
ruido,issue_4-5,6,668,15,1.062,0.051113,0.171444,False
sensacion,issue_4-5,6,668,15,1.062,0.051113,0.171444,False
libre,issue_1,9,1188,15,1.04,0.052338,0.175232,False
logico,issue_2,4,482,11,1.321,0.054048,0.178493,False
objetivo,issue_2,4,482,11,1.321,0.054048,0.178493,False
investigacion,issue_1,7,1188,11,1.17,0.053894,0.178493,False
temor,issue_1,7,1188,11,1.17,0.053894,0.178493,False
tiniebla,issue_1,7,1188,11,1.17,0.053894,0.178493,False
virtud,issue_1,7,1188,11,1.17,0.053894,0.178493,False
critico,issue_4-5,8,668,22,0.908,0.054098,0.178493,False
figura,issue_4-5,10,668,29,0.825,0.05389,0.178493,False
humano,issue_3,19,680,64,0.578,0.05437,0.179067,False
argentino,issue_2,3,482,60,-0.986,0.05632,0.185154,False
mirada,issue_2,10,482,39,0.804,0.056745,0.186213,False
memorio,issue_6,3,458,63,-0.979,0.056982,0.186318,False
realidad,issue_6,3,458,63,-0.979,0.056982,0.186318,False
recordar,issue_2,8,482,30,0.861,0.057704,0.188004,False
sol,issue_2,8,482,30,0.861,0.057704,0.188004,False
estructura,issue_1,4,1188,25,-0.915,0.058173,0.188854,False
servicio,issue_1,4,1188,25,-0.915,0.058173,0.188854,False
frances,issue_1,11,1188,20,0.852,0.058909,0.190563,False
plano,issue_1,11,1188,20,0.852,0.058909,0.190563,False
texto,issue_4-5,22,668,79,0.51,0.059331,0.190908,False
imaginario,issue_1,4,1188,26,-0.961,0.059267,0.190908,False
piel,issue_1,4,1188,26,-0.961,0.059267,0.190908,False
lector,issue_2,10,482,40,0.77,0.060431,0.194104,False
conocimiento,issue_6,8,458,32,0.836,0.06142,0.196934,False
arte,issue_4-5,12,668,38,0.693,0.061579,0.197096,False
comunidad,issue_6,4,458,12,1.255,0.061919,0.197144,False
control,issue_6,4,458,12,1.255,0.061919,0.197144,False
lucha,issue_6,4,458,12,1.255,0.061919,0.197144,False
lenguaje,issue_4-5,25,668,93,0.461,0.062055,0.197231,False
contacto,issue_4-5,5,668,12,1.13,0.062284,0.197269,False
vidrio,issue_4-5,5,668,12,1.13,0.062284,0.197269,False
escrito,issue_4-5,7,668,18,1.015,0.063105,0.198829,False
tierra,issue_1,16,1188,32,0.662,0.062953,0.198829,False
humano,issue_1,29,1188,64,0.479,0.063016,0.198829,False
narracion,issue_1,8,1188,40,-0.693,0.064902,0.204139,False
libro,issue_2,8,482,31,0.818,0.065051,0.204254,False
iron,issue_1,14,1188,27,0.733,0.065591,0.205592,False
especie,issue_3,5,680,12,1.108,0.066551,0.207175,False
heroe,issue_3,5,680,12,1.108,0.066551,0.207175,False
madera,issue_3,5,680,12,1.108,0.066551,0.207175,False
significacion,issue_3,5,680,12,1.108,0.066551,0.207175,False
vida,issue_6,5,458,82,-0.776,0.066828,0.207681,False
politica,issue_4-5,3,668,40,-0.945,0.06756,0.209239,False
pueblo,issue_4-5,3,668,40,-0.945,0.06756,0.209239,False
silencio,issue_1,13,1188,58,-0.569,0.068691,0.212382,False
diario,issue_1,9,1188,16,0.896,0.069157,0.213097,False
sufrimiento,issue_1,9,1188,16,0.896,0.069157,0.213097,False
lugar,issue_4-5,6,668,61,-0.72,0.070018,0.215385,False
razon,issue_6,7,458,26,0.938,0.070996,0.218026,False
locura,issue_2,7,482,25,0.931,0.071659,0.219689,False
cuadro,issue_2,4,482,12,1.195,0.072477,0.221452,False
revista,issue_2,4,482,12,1.195,0.072477,0.221452,False
sonido,issue_4-5,7,668,19,0.931,0.0728,0.221945,False
metafora,issue_4-5,13,668,42,0.663,0.072883,0.221945,False
narrativo,issue_1,5,1188,28,-0.803,0.073433,0.223247,False
realidad,issue_4-5,18,668,63,0.547,0.073882,0.224237,False
mujer,issue_4-5,9,668,26,0.832,0.074395,0.225328,False
estetica,issue_1,5,1188,29,-0.845,0.074614,0.225328,False
miedo,issue_1,5,1188,29,-0.845,0.074614,0.225328,False
error,issue_1,7,1188,36,-0.721,0.076141,0.229559,False
soledad,issue_3,9,680,26,0.81,0.076897,0.231071,False
silencio,issue_6,3,458,58,-0.891,0.076877,0.231071,False
cultura,issue_6,3,458,59,-0.909,0.077742,0.233227,False
efecto,issue_2,7,482,26,0.878,0.078525,0.235187,False
prohibicion,issue_6,4,458,13,1.143,0.080463,0.240594,False
recordar,issue_1,15,1188,30,0.661,0.0811,0.242101,False
objeto,issue_4-5,9,668,27,0.776,0.081701,0.242453,False
letra,issue_4-5,11,668,35,0.687,0.081751,0.242453,False
procedimiento,issue_4-5,11,668,35,0.687,0.081751,0.242453,False
espacio,issue_3,7,680,64,-0.634,0.081579,0.242453,False
memorio,issue_1,15,1188,63,-0.494,0.082787,0.245124,False
metodo,issue_1,4,1188,24,-0.867,0.083879,0.247953,False
imagen,issue_2,11,482,47,0.682,0.084244,0.248628,False
contemporaneo,issue_4-5,5,668,13,1.005,0.085755,0.249445,False
mar,issue_4-5,5,668,13,1.005,0.085755,0.249445,False
marca,issue_4-5,5,668,13,1.005,0.085755,0.249445,False
interior,issue_3,9,680,27,0.754,0.085562,0.249445,False
iron,issue_3,9,680,27,0.754,0.085562,0.249445,False
ficcion,issue_3,16,680,55,0.55,0.085274,0.249445,False
vision,issue_3,16,680,55,0.55,0.085274,0.249445,False
conciencia,issue_3,19,680,67,0.513,0.085221,0.249445,False
sangre,issue_3,4,680,44,-0.792,0.085674,0.249445,False
hecho,issue_4-5,4,668,45,-0.795,0.086341,0.250748,False
hecho,issue_3,4,680,45,-0.817,0.086508,0.250831,False
genero,issue_2,5,482,74,-0.724,0.087318,0.252777,False
progreso,issue_1,8,1188,14,0.928,0.089277,0.257627,False
unico,issue_1,8,1188,14,0.928,0.089277,0.257627,False
sueno,issue_1,16,1188,66,-0.472,0.08977,0.258231,False
texto,issue_6,5,458,79,-0.735,0.089701,0.258231,False
referencia,issue_3,7,680,20,0.831,0.09069,0.260465,False
enunciacion,issue_6,11,458,51,0.637,0.091528,0.262456,False
contenido,issue_2,4,482,13,1.084,0.093659,0.266049,False
liberacion,issue_2,4,482,13,1.084,0.093659,0.266049,False
marca,issue_2,4,482,13,1.084,0.093659,0.266049,False
verosimil,issue_2,4,482,13,1.084,0.093659,0.266049,False
ambiguedad,issue_3,6,680,15,1.039,0.093087,0.266049,False
social,issue_3,19,680,69,0.472,0.093341,0.266049,False
castigo,issue_6,5,458,19,0.921,0.094077,0.266404,False
ciencia,issue_3,3,680,37,-0.883,0.094025,0.266404,False
violencia,issue_2,9,482,38,0.702,0.094469,0.267099,False
castigo,issue_1,10,1188,19,0.76,0.095027,0.26743,False
ideal,issue_1,10,1188,19,0.76,0.095027,0.26743,False
sistema,issue_1,11,1188,49,-0.561,0.09498,0.26743,False
nacional,issue_4-5,3,668,38,-0.889,0.09524,0.267614,False
ano,issue_1,3,1188,20,-0.959,0.095834,0.268453,False
negro,issue_1,3,1188,20,-0.959,0.095834,0.268453,False
cristiano,issue_3,3,680,38,-0.912,0.09638,0.269154,False
violencia,issue_3,3,680,38,-0.912,0.09638,0.269154,False
humano,issue_2,4,482,64,-0.785,0.097444,0.271707,False
poesia,issue_4-5,13,668,102,-0.469,0.09791,0.272587,False
compromiso,issue_6,4,458,14,1.043,0.101409,0.277245,False
practica,issue_6,4,458,14,1.043,0.101409,0.277245,False
alegria,issue_1,6,1188,10,1.026,0.100397,0.277245,False
metamorfosis,issue_1,6,1188,10,1.026,0.100397,0.277245,False
serie,issue_1,6,1188,10,1.026,0.100397,0.277245,False
color,issue_4-5,6,668,16,0.961,0.101565,0.277245,False
comunicacion,issue_4-5,6,668,16,0.961,0.101565,0.277245,False
felicidad,issue_4-5,6,668,16,0.961,0.101565,0.277245,False
filosofico,issue_4-5,6,668,16,0.961,0.101565,0.277245,False
verbal,issue_4-5,6,668,16,0.961,0.101565,0.277245,False
mirada,issue_3,12,680,39,0.633,0.100855,0.277245,False
personaje,issue_4-5,14,668,49,0.549,0.100726,0.277245,False
hombre,issue_6,4,458,68,-0.791,0.099774,0.277245,False
enunciacion,issue_1,23,1188,51,0.47,0.10321,0.281009,False
historia,issue_6,10,458,124,-0.521,0.103408,0.281009,False
interior,issue_1,5,1188,27,-0.759,0.103288,0.281009,False
espiritual,issue_3,6,680,16,0.939,0.104656,0.282292,False
grupo,issue_3,6,680,16,0.939,0.104656,0.282292,False
popular,issue_3,6,680,16,0.939,0.104656,0.282292,False
tecnico,issue_3,6,680,16,0.939,0.104656,0.282292,False
estilo,issue_2,3,482,51,-0.813,0.104564,0.282292,False
disciplina,issue_4-5,4,668,10,1.072,0.107194,0.285328,False
idioma,issue_4-5,4,668,10,1.072,0.107194,0.285328,False
pasaje,issue_4-5,4,668,10,1.072,0.107194,0.285328,False
sensibilidad,issue_4-5,4,668,10,1.072,0.107194,0.285328,False
serie,issue_4-5,4,668,10,1.072,0.107194,0.285328,False
totalidad,issue_4-5,4,668,10,1.072,0.107194,0.285328,False
interes,issue_3,8,680,23,0.819,0.107051,0.285328,False
muerte,issue_4-5,40,668,166,0.312,0.10645,0.285328,False
obra,issue_3,5,680,51,-0.731,0.10678,0.285328,False
limite,issue_6,6,458,23,0.902,0.110206,0.292916,False
relacion,issue_3,15,680,52,0.539,0.110496,0.293259,False
narracion,issue_2,9,482,40,0.635,0.110829,0.293712,False
desear,issue_1,17,1188,36,0.553,0.111912,0.296151,False
dictadura,issue_3,4,680,10,1.049,0.112993,0.296424,False
mesa,issue_3,4,680,10,1.049,0.112993,0.296424,False
paraiso,issue_3,4,680,10,1.049,0.112993,0.296424,False
proyecto,issue_3,4,680,10,1.049,0.112993,0.296424,False
dialogo,issue_4-5,8,668,24,0.778,0.1124,0.296424,False
hecho,issue_1,10,1188,45,-0.57,0.1127,0.296424,False
materno,issue_4-5,6,668,17,0.87,0.116241,0.304504,False
casa,issue_2,4,482,14,0.983,0.117393,0.3062,False
transformacion,issue_2,4,482,14,0.983,0.117393,0.3062,False
caracter,issue_3,4,680,42,-0.741,0.117347,0.3062,False
sentido,issue_2,7,482,87,-0.56,0.118198,0.307533,False
funcion,issue_4-5,4,668,42,-0.719,0.118243,0.307533,False
humanidad,issue_6,6,458,24,0.846,0.118903,0.308809,False
oscuridad,issue_2,6,482,23,0.842,0.119712,0.309582,False
viaje,issue_2,6,482,23,0.842,0.119712,0.309582,False
vida,issue_3,22,680,82,0.435,0.119536,0.309582,False
violencia,issue_1,8,1188,38,-0.629,0.120141,0.310251,False
carne,issue_1,11,1188,22,0.66,0.120551,0.310866,False
literatura,issue_4-5,43,668,181,0.293,0.120738,0.310909,False
musica,issue_1,4,1188,23,-0.816,0.121049,0.311268,False
deseo,issue_1,7,1188,12,0.969,0.122482,0.312742,False
educacion,issue_1,7,1188,12,0.969,0.122482,0.312742,False
maldicion,issue_1,7,1188,12,0.969,0.122482,0.312742,False
odio,issue_1,7,1188,12,0.969,0.122482,0.312742,False
lengua,issue_3,22,680,83,0.419,0.122222,0.312742,False
antiguo,issue_1,9,1188,17,0.771,0.124154,0.316122,False
caballo,issue_1,9,1188,17,0.771,0.124154,0.316122,False
cadena,issue_6,4,458,15,0.951,0.124571,0.3163,False
categoria,issue_6,4,458,15,0.951,0.124571,0.3163,False
trabajo,issue_1,15,1188,31,0.598,0.126262,0.320146,False
cultura,issue_2,4,482,59,-0.697,0.129198,0.327133,False
prueba,issue_2,6,482,24,0.786,0.1315,0.331944,False
crimen,issue_4-5,3,668,35,-0.8,0.1315,0.331944,False
crimen,issue_3,3,680,35,-0.822,0.131646,0.331944,False
derrota,issue_6,3,458,10,1.127,0.134558,0.336952,False
excepcion,issue_6,3,458,10,1.127,0.134558,0.336952,False
imposibilidad,issue_6,3,458,10,1.127,0.134558,0.336952,False
prision,issue_6,3,458,10,1.127,0.134558,0.336952,False
suspension,issue_6,3,458,10,1.127,0.134558,0.336952,False
oscuro,issue_4-5,6,668,18,0.786,0.135183,0.338051,False
memorio,issue_2,13,482,63,0.517,0.137914,0.344405,False
cuento,issue_3,6,680,18,0.764,0.141535,0.351998,False
ingles,issue_3,6,680,18,0.764,0.141535,0.351998,False
ojo,issue_3,6,680,18,0.764,0.141535,0.351998,False
mundo,issue_4-5,24,668,94,0.39,0.142885,0.354386,False
culpa,issue_1,3,1188,19,-0.9,0.142783,0.354386,False
ruido,issue_2,4,482,15,0.892,0.14343,0.355254,False
sistema,issue_2,3,482,49,-0.77,0.143755,0.355574,False
cuestion,issue_1,12,1188,25,0.583,0.145107,0.357944,False
narrador,issue_4-5,11,668,38,0.57,0.14494,0.357944,False
